0	1	5622.514899	4680.187813	0	1	5758.343054	4822.622638	0	1	5266.15308	4211.352676
1	1	5853.300303	4884.403052	0	0	5809.726435	4862.118536	0	1	6567.85317	5644.334042
0	1	5800.154633	4866.35739	0	0	7263.458624	6342.425187	1	1	5719.552059	4759.836246
0	1	6131.814241	5212.570596	0	0	5442.821839	4487.598798	0	1	4781.578072	3682.854034
0	1	5394.313679	4454.241355	0	1	6131.814241	5212.570596	0	1	5562.763118	4593.128496
0	1	5541.710017	4504.2353	0	0	5179.875522	4204.72183	0	0	5623.964627	4558.634925
0	0	6331.120158	5379.943121	1	0	5371.27621	4245.723805	0	1	5879.642193	4941.760933
0	0	4974.079472	4230.507461	1	0	5633.103711	4622.038421	0	1	5568.781358	4624.736819
1	0	5402.047214	4360.714837	0	1	5466.827257	4347.134171	0	0	6050.6549	5091.213783
0	1	6567.85317	5644.334042	1	1	5187.181995	4180.070094	0	1	6131.814241	5212.570596
0	0	6246.599739	5288.758381	1	1	5341.863767	4288.613515	0	0	6050.351962	5128.953715
0	1	6444.922315	5513.682326	1	0	5633.103711	4622.038421	0	0	5724.355716	4771.648344
0	1	5658.132163	4616.50577	1	0	4965.167268	3866.835919	0	1	6131.814241	5212.570596
1	1	5407.94098	4396.168407	0	1	5647.812817	4719.919085	0	0	6196.097991	5250.003297
0	1	5771.835201	4774.315613	0	1	6295.577975	5314.846844	1	1	5461.041765	4433.117931
0	1	6131.814241	5212.570596	0	0	6050.6549	5091.213783	1	0	5180.088385	4191.680678
0	0	5477.086067	4406.586012	0	0	6486.948983	5559.247739	1	1	5853.300303	4884.403052
0	1	5816.500886	4831.713896	0	1	5412.903558	4477.902569	0	1	6131.814241	5212.570596
0	1	5503.192257	4553.620603	0	1	5485.773949	4465.578451	1	1	5407.461396	4278.753752
0	1	5396.998799	4409.625255	0	0	5827.541111	4755.738285	1	1	5117.829762	4095.154522
0	1	5302.301285	4283.826485	0	1	6076.311324	5166.252142	0	1	5568.781358	4624.736819
0	1	6131.814241	5212.570596	0	1	5901.574273	4937.815288	0	1	5770.770227	4803.064812
0	1	4888.861423	3934.85333	0	0	5796.849392	4856.136899	0	0	5614.615704	4669.476081
0	1	5957.104934	5005.878925	1	1	5644.576448	4649.923008	0	1	5167.717574	4058.353274
0	1	6131.814241	5212.570596	0	1	5901.574273	4937.815288	0	1	5609.914134	4577.845539
0	1	5168.050708	4189.950476	0	0	6104.285144	5172.556256	0	1	6076.311324	5166.252142
0	1	6095.411528	5170.448057	0	1	6076.311324	5166.252142	0	0	6104.285144	5172.556256
1	1	6289.621041	5312.657766	1	0	5768.12191	4794.37941	0	1	6044.852217	5093.716845
0	1	5800.154633	4866.35739	0	1	7652.336113	6802.487117	1	1	5090.422709	3972.753098
0	1	5647.812817	4719.919085	0	0	5312.287483	4347.635467	0	0	6104.285144	5172.556256
