0	1	-23201.4	-32949.8	-25797.25	-17768.7	-37599.4	-26933.35	-10409.475	-23334.6	-7664.875	-19288.65	-25993.175	-14821.4	-38117.475	-24661.95	-24502.9	-20295.6	-40512.025	-29980.4	-19110.825	-39278.4	-30131.625	-30437.55	-23704.625	-34843	-35318.025	-33369.65	-35210.475	-32724.6	-40419.125	-34041.15	-31292.1	-39614.4	-34528.325	-34654.8	-37751.025	-37428.3	-37649.1	-39443.95	-39736.275	1	1	-4971.825	978.5	-39287.45	-35920.8	-29476.775	-35995.2	-37994.175	-14962.6	-11011.325	-8974.65	-26710.2	-33267.8	-31734.675	-15412.45	-14329.15	-30710.4	-29116.1	-38536.2	-28969.8	-35910.4	-29173.075	-32669.1	-29824.625	-29468.2	-26881.275	-27093.8	-31562.675	-40151.4	-34965.05	-31991.15	-36389.25	-32670.8	-40318.9	-35642.1	-40110.4	-39504.5	-38268.525	-39428.55	-40438.85
1	0	-1939.45	3921.9	15111.575	8091.2	-20529.5	-23222.1	-979.675	-25157.2	-25533.4	-27532.75	-11933.75	-38497.1	-28876.075	-29663.9	-37559.25	-4629.4	-34537.825	-17429.9	-39258.175	-10326.5	-36226.525	-24155.8	-37190.575	-23374	-23226.25	-35053.8	-23485	-40077.7	-32955.025	-26737	-35226.925	-40620	-41868.475	-41008	-41841	-36318.8	-40867.375	-39943.65	-41478.225	1	1	-11193.175	-34678.5	4771	-21835.6	-28725.625	12815.35	-34403.725	-15454	-5556.225	4081.25	1355.5	-28354.1	-11830.975	-3973.95	-30081.125	-12556	-29382.375	-24177.85	-8689	-41033	-26802.525	-20153.95	-32151.35	-29613.6	-40502.125	-40869.4	-21977.65	-27518.8	-36389.775	-35705.5	-36465.1	-33721.8	-40886.725	-36461.8	-36187.875	-39734.1	-39793.825	-42016.9	-41314.2
1	1	-9009.575	-4186.65	-5691.675	-15181.1	-27332.85	-27846.1	-18034.775	-11403	-21924.675	-37431.35	-37272.575	-18727.4	-25922.6	-30949.35	-31175.225	-37769	-35103.05	-25195.5	-37831.625	-34287.6	-32633.925	-38328.65	-35434.475	-23947	-29402.6	-32315.45	-39176.725	-36547.1	-35672.45	-37780.6	-31275.575	-32480	-34408.975	-35860.1	-35841.85	-39438.8	-37952.75	-39431.55	-39432.525	1	1	-31628.55	-20666.5	-11824.325	-34433.7	-25368.35	-19025.1	-9290.4	-52377.3	-42244.3	-42721.35	-53723.075	-51447.9	-32937.45	-34803.15	-47079.225	-46617.3	-24010.175	-47871.25	-35340.9	-29669.6	-32480.225	-29690.7	-38145.85	-35467.7	-48751.35	-45589.6	-51728.5	-42891.3	-46519.625	-41405.1	-49676.775	-47615.9	-45740.625	-52515.6	-50762.35	-53064.8	-53115.9	-51863.85	-53591.275
0	0	-23402.1	-27916.6	-44121.75	-22195.5	-14699.65	-36043.4	-26485.575	-24000.5	-35032.85	-40392.15	-13255.95	-30541	-35085.075	-43648.95	-26107.9	-27630.3	-21202.425	-45150.1	-31524.675	-40733.9	-41706.8	-30106.95	-34050.15	-28077.7	-40210.65	-35709.1	-35896.4	-33577.2	-37963.25	-42381.9	-43661.85	-43714.1	-43217.475	-42044.85	-46254.775	-45391.8	-44777.775	-45054.2	-46039.575	1	0	13076.525	-34184.5	-20667.425	-9780.1	10394.75	-14504.5	-6036.1	-40847.6	-10689.05	6083	-15925.6	-19595	-15686.575	-29064.6	-10704.25	-18437.2	-25644.3	-13049.15	-24448.975	-32769	-30049.625	-34664.65	-40561.675	-21528.8	-40632.625	-34232.7	-25136.65	-38936.5	-41231.425	-33386.5	-34945	-36537.6	-31116.125	-40835.5	-39084.25	-41165.3	-41235.85	-41587.95	-41687.675
0	1	-39352.125	-40151.65	-40305.2	-10721.4	-34333.775	-35580.15	-30472.8	-12078.9	-31875.5	-40915.65	-24070.05	-33236.7	-40522.875	-22124.2	-30367.9	-31100.1	-21820.55	-33427.4	-32586.225	-26008.9	-41544.825	-38291.1	-46071.7	-34310.9	-29168.775	-41590.85	-32580.425	-42626.7	-33642.725	-40710.4	-43754.325	-44519.1	-41450.5	-46155.15	-41146.025	-43305.3	-44400.15	-46213.95	-45210.575	1	1	-26508.45	-4088.7	-39765.925	-25853.1	-39265.275	-43583.75	-12847.5	-26732.5	-42078.375	-35352.9	-23903.3	-37510.2	-37437.45	-25204.55	-23764.775	-46287.3	-33249.825	-44419.7	-34837.425	-24115.9	-28628.625	-40930.35	-44875.75	-42852.5	-41052.9	-42081.9	-35412.8	-34158	-44037.725	-35472.65	-37016.025	-41119.5	-38333.4	-44209.8	-44719.9	-43376.6	-45608.475	-44889.55	-45280.525
1	1	-5053.45	4018.45	-9604.1	-37143.7	-9476.5	-20035.05	-25920.925	-7867.2	-59631.6	-42298	-38787.575	-57791.9	-19291.525	-55030	-57416.5	-39728.2	-47104.85	-58271.1	-31010.425	-41157	-56888.9	-56040.55	-32240.2	-43968.4	-54723.25	-49782.85	-52812.525	-48820.6	-51648.825	-50992.75	-53257.525	-61355.6	-55840.65	-55990.9	-56681.875	-60987	-56498.65	-60001.75	-60777.775	0	0	-20829.575	-29417.1	-31942.225	-12233.3	-6864.15	-31937.4	-18972.5	-10672.5	-14978.05	-28138.4	-37717.525	-24743.2	-33478.25	-24030.5	-25827.9	-36064.1	-16288.5	-34760.8	-25323.5	-37094.4	-37351.5	-32295.65	-25825.475	-29835.3	-30483.65	-34256.9	-30053.4	-37701.8	-34795.175	-35148.15	-33629.225	-36553.3	-35160.25	-32207.45	-36057.9	-34927.6	-36203.225	-36481.55	-37140.175
0	0	13770.725	-38470.9	-1948.2	-27516.4	10470.875	-20170.6	-34673.5	-30040.4	-4973.425	-38566.75	-2591.4	-8848.6	-10016.575	-35072.55	-32886.125	-35827	-10640.25	-22455.8	-28190.65	-32493	-14510.95	-34597.15	-22010.85	-22232.8	-19316.125	-36392.55	-34436.85	-28621.3	-33144.225	-39673.25	-41320.6	-38362.8	-39895.875	-36077.95	-42001.625	-36006.7	-40959.325	-39554.15	-42415.125	1	1	-40680.1	-16151.6	-1072.225	13163.6	-23212.25	5507.05	-9326.2	2837.2	-38680.5	-22543.75	-24118.1	-32648.6	-41566.075	-9461.25	-18471.75	-20045.8	-11223.3	-17135.1	-38051.2	-28724	-27110.8	-28475.35	-22160.025	-31046	-35575	-22552.15	-33684.475	-39072.7	-33090.05	-32704.5	-37827.925	-35778.8	-42068.325	-37811.65	-39831.875	-38546.3	-37770.325	-41484.65	-40858.475
1	0	-27880.425	-6650	-11377.425	-35555.4	-14099.525	-17904.65	-17228.1	-15075.4	-13985.775	-10988.4	-36855.125	-16442.6	-22763.925	-33240	-26564.775	-18963.6	-18931.7	-22472.35	-27075.075	-33160.4	-27921.45	-30190.95	-30931.325	-33219.4	-38673.525	-26052.2	-34986.225	-37892.1	-29932.825	-39022.9	-40086.225	-32810.4	-37404.8	-33963	-37264.15	-37629.7	-38545.425	-40575.9	-39554.3	0	1	-16151.175	-6691.8	-7017.9	-39681.9	-22919.525	-8333.65	-24584.625	-5150.6	-16763.375	-36009.15	-14140.15	-18830.3	-12107.025	-31163.25	-21406.65	-14340.6	-19463.575	-36620.55	-34196.7	-39919.9	-32679.525	-29099.25	-22195.45	-40240.6	-34563.9	-33268.85	-40038.35	-37053.9	-39204.175	-36055.4	-40497.525	-36950.4	-35949.5	-36675	-37114.4	-36253.6	-40324.125	-40264.65	-40325.2
0	0	-39198.075	-33706.85	-33596.175	-32510.4	-33200.65	-43078.85	-46235.25	-14396.5	-29056.825	-21365.4	-27937.925	-36879.5	-42477	-17285.6	-27801.65	-26406.9	-40316	-22641.35	-41007.75	-44244.9	-37301.65	-40366.05	-37843.7	-41268.9	-34212.9	-31314.85	-41532.55	-43521.3	-37083.525	-40999.15	-39253.425	-42595.9	-40002.55	-41043.75	-46078.025	-44465	-45992.1	-46218.55	-45645.65	0	0	-36045.9	-3849.3	-21943.025	-9269.7	-45757.775	-17959.65	-31989.975	-14447.7	-22894.025	-34212.15	-15835.5	-33249.3	-35351.7	-31752.65	-37249.775	-36686.1	-40818.55	-21358.2	-41507.025	-44833.9	-41269.8	-26752.65	-30178.4	-41801.3	-36118.275	-39649.75	-35524.275	-44120.1	-39056.65	-42333.65	-39788.925	-37091.3	-41886.6	-44588.85	-43296.025	-42820.8	-45567.6	-45137.25	-45696.175
1	1	-28867.825	-30112.2	-35389.4	-30558.4	-13330.875	-8663.75	-40195.075	-17005.6	-58622.55	-30833.5	-52893.9	-31148.5	-46253.725	-49470.55	-44431.5	-23557.6	-21919.275	-25562.6	-46854.4	-57400	-30254.7	-47239	-58940.825	-51639.2	-37367.875	-37002.6	-44227	-60664.3	-44654.475	-61489.25	-48016.375	-53148.6	-50775.8	-58431.1	-60370.25	-59511.6	-60293.05	-58088.85	-60534.55	0	1	-25892.75	-16266.25	-11063.125	-36808.7	-7502.025	-32814.6	-37450.025	-15152.5	-23286.05	-34166.9	-21167.95	-27633.5	-25125.125	-35538.75	-29184.15	-33288.5	-29632.525	-30974.6	-26706.875	-34044.4	-21517.85	-24126.8	-22555.525	-34618.9	-24624.275	-27058.45	-37263.85	-36083.3	-33247.475	-29691.9	-36765.5	-35885.1	-34847.175	-34483.7	-36448.775	-37674.8	-36137.6	-37682.5	-37139.9
