0	1	5659.286302	4693.040137	0	0	6077.302923	5172.556256
0	1	6376.951073	5469.553504	1	0	5444.042311	4412.02282
0	0	6077.302923	5172.556256	0	1	5621.825319	4719.919085
0	1	5621.825319	4719.919085	0	1	5567.26388	4571.243223
0	1	6104.554035	5212.570596	0	1	7254.367646	6420.126736
0	0	5463.563036	4512.325461	0	0	6077.302923	5172.556256
0	1	5621.825319	4719.919085	0	0	6077.302923	5172.556256
0	1	5279.726142	4283.826485	0	1	5543.318487	4624.736819
0	0	5982.100053	5086.449851	0	0	6077.302923	5172.556256
0	1	5319.468592	4340.834946	1	0	5273.550751	4266.910296
0	1	6068.299442	5170.448057	0	1	5981.383211	5084.098162
0	0	5880.260768	4932.211946	0	1	5747.437617	4774.315613
0	0	6022.993397	5128.953715	0	1	6048.461607	5166.252142
1	0	5527.53935	4690.814136	1	0	5777.184549	4769.78944
0	0	6151.255496	5199.465584	1	1	4966.295245	4127.695509
0	1	6048.461607	5166.252142	0	1	5916.299767	4987.933131
0	1	5845.109621	4955.464098	0	1	5621.825319	4719.919085
0	1	5803.990283	4912.67993	0	0	5210.570647	4243.195507
0	1	5111.927013	4179.863384	0	1	5240.7603	4270.976037
1	1	5827.954548	4884.403052	0	0	6459.924183	5559.247739
0	1	5791.348163	4831.713896	0	0	6039.711441	5127.947302
0	1	5519.066438	4504.955661	0	1	6104.554035	5212.570596
0	1	6048.461607	5166.252142	0	1	5621.825319	4719.919085
0	1	5441.730892	4367.437898	1	0	5518.057162	4519.376713
0	0	5479.673805	4557.724687	0	1	5898.85536	4997.512893
0	1	5446.09661	4347.134171	0	1	5826.868259	4903.857692
0	0	5515.857234	4481.996783	0	0	5588.780877	4669.476081
0	1	5815.680309	4910.256578	0	1	5621.825319	4719.919085
0	1	4759.341736	4057.894137	1	0	4585.755448	3893.384945
0	0	5880.260768	4932.211946	0	0	5276.783189	4262.013
