1	1	26869.10167	33755.685	-21334.115	28849.05167	5434.635	4115.685	-19853.39833	21560.85167	15104.535	-16117.115	10593.51833	-24235.215	-15031.64833	11021.41833	-10978.365	-383.815	16288.80167	17001.085	-4234.131667	9429.718333	-1131.515	-11523.78167	-9969.565	-4940.415	-14464.615	-260.3483333	-9932.365	-3069.081667	-12881.69833	-21994.615	-20772.53167	-782.415	-11251.815	-3634.015	-17600.865	-12955.215	-12116.965	-8411.615	-7596.215	-10248.28167	-10023.09833	-19447.215	-27131.68167	-18450.94833	-20639.115	-21889.74833	-14209.73167	-18680.815	-25175.98167	-25383.615	-18727.215	-22645.48167	-26041.09833	-26383.315	-22630.19833	-26496.415	-26414.215	-26221.84833	-26896.24833	1	1	-4076.398333	-15049.38167	6657.635	13225.985	-19110.94833	8000.085	3511.651667	4645.251667	-8266.215	632.885	-19301.38167	9376.785	-17323.68167	-1525.081667	-23459.865	4654.918333	-12216.615	-24178.515	-25431.13167	-24360.28167	2397.985	1656.518333	-14325.69833	-6790.815	-15431.78167	-6911.881667	-21992.215	-17765.615	-27190.265	-11085.615	-20527.965	-19273.615	-19710.015	-26450.315	-9636.281667	-12701.215	-9256.148333	-17848.88167	-22109.315	-12507.94833	-22168.215	-26965.815	-26245.415	-21081.08167	-21213.615	-18500.34833	-18594.19833	-19620.615	-19488.065	-25864.78167	-24668.415	-21174.28167	-23118.94833	-24547.315	-26306.94833	-24396.815	-26169.815	-26383.915	-26828.39833
0	0	-1995.858333	6408.358333	13136.875	7756.291667	10357.85833	8966.525	-354.025	-5807.908333	-18337.375	-17161.64167	-22320.84167	-17403.975	-13492.64167	-10520.60833	-16335.475	-1595.841667	9132.858333	-14425.075	10145.20833	-19641.975	-4074.575	-12077.075	4763.925	1816.625	-23948.80833	-8835.508333	-16722.125	-16329.575	-23348.05833	2744.025	-16404.00833	-10544.975	-11272.225	-25645.04167	-4121.641667	-15114.375	-21797.89167	-15486.275	-19567.975	-8378.641667	-17189.34167	-19734.775	-17111.39167	-18358.10833	-12328.475	-15319.90833	-21902.55833	-17794.175	-24884.30833	-18026.30833	-20234.875	-24434.50833	-21535.90833	-20327.975	-21855.30833	-22565.30833	-24973.725	-24391.30833	-25830.00833	1	0	22016.15833	-14216.44167	-11280.025	-12479.30833	23965.775	-23692.675	-13230.375	27160.95833	4130.675	23040.025	27643.64167	18656.825	18289.54167	-8031.241667	22818.275	-21444.975	-12800.725	17554.425	1266.658333	12739.35833	-24660.075	-21027.975	1239.675	-9765.175	-21587.475	-3186.975	1052.775	-10644.775	629.4083333	2639.025	-7931.658333	4827.025	-3170.875	-20580.24167	-16517.89167	-12986.775	-867.5083333	-2909.241667	-9871.575	-21515.30833	-24064.80833	-10361.875	-18127.99167	-23007.70833	-24470.975	-25688.30833	-23805.54167	-19849.975	-18834.30833	-15606.30833	-15905.425	-23001.70833	-19384.80833	-22020.275	-22403.39167	-22761.10833	-25025.925	-24206.94167	-25449.44167
1	1	19746.58333	-10085.51667	9883.85	-18735.21667	-6150.466667	-14684.65	-20490.16667	-22478.75	-20834.5	-3550.883333	10178.98333	-6380.15	-14830.3	1037.383333	7743.2	-10493.08333	-14076.8	-18311.95	-8459.616667	52.11666667	-13868.85	-7038.183333	2506.583333	-20837.95	-10931.38333	1006.25	-1480.6	150.7833333	-16461.78333	-7510.55	-14615.31667	-21871.68333	-17922.4	-15136.35	-7311.716667	-14318.55	-16961.65	-21312.31667	-16107.3	-10893.21667	-21270.13333	-16166.95	-22666.81667	-19538.01667	-19699.8	-17632.01667	-19480.51667	-17984.75	-17528.13333	-16416.05	-19853.2	-20562.15	-18125.75	-21198.55	-22659.71667	-20492.01667	-20858.75	-22091.01667	-22264.51667	0	0	-2893.683333	-20373.75	4315.9	-3094.416667	-9088.383333	-19359.25	-2055	925.5833333	-9644.25	-9605.883333	5661.183333	12675.05	-17498.33333	-18905.91667	-22851.55	2195.05	5228.766667	-19434.05	6562.783333	-4585.216667	2163.4	-21462.35	-14293.88333	-1543.75	-10200.46667	-12977.38333	-7185.2	-18816.68333	-705.5166667	-17744.55	-3768.35	-3309.55	-21666.4	-8232.483333	-8440.466667	-17687.75	-7624.416667	-12119.98333	-13135.1	-14806.21667	-18373.9	-11206.75	-19080.1	-16177.48333	-20565.05	-17866.28333	-17588.36667	-19436.15	-15465.45	-22078.88333	-18301	-21868.68333	-22715.53333	-22681.35	-22275.3	-21197.88333	-22593.45	-21710.01667	-22839.81667
0	1	-15219.725	-21613.375	-12257.575	25543.75833	-23897.975	-526.675	-10797.675	5074.825	-24077.425	-17509.14167	-20559.29167	-19555.175	-2063.808333	-22184.675	11485.025	-16310.175	-10969.64167	14533.925	5562.775	-15167.30833	1068.225	-13568.575	-19747.95833	-10888.375	-17148.30833	3522.358333	-13688.325	-23703.44167	-9377.391667	-25753.975	-8602.525	-12411.175	-11928.775	-11367.14167	-10690.80833	-23252.375	-5286.958333	-22248.34167	-19417.825	-24218.64167	-19487.075	-14836.975	-20802.09167	-12024.775	-11884.725	-13502.475	-22196.35833	-23579.975	-19190.34167	-24772.475	-25478.875	-18458.375	-22432.60833	-24243.775	-23906.725	-24192.04167	-24518.225	-24667.94167	-25554.825	1	0	-17833.425	-19411.30833	30356.575	-21569.04167	9036.025	-4421.875	-820.425	23062.49167	-3359.525	-915.8083333	246.925	19887.225	-20028.775	3488.691667	-2742.475	-13761.10833	-7366.958333	8515.325	19179.55833	18093.35833	-11184.925	-1044.408333	7295.341667	-10995.175	11124.69167	2691.058333	3186.225	52.825	-24505.39167	-19930.975	-23008.275	-5342.575	-19590.475	-21486.34167	-21770.39167	-9407.975	-17018.10833	-5988.875	-16351.125	-10371.64167	-5750.391667	-7761.475	-6349.258333	-25156.775	-14074.475	-18122.24167	-17064.60833	-16764.775	-16011.89167	-16509.475	-20299.975	-23187.975	-21013.00833	-24418.275	-22474.475	-23769.30833	-25679.825	-24437.10833	-25639.575
0	0	11172.17183	-6247.694833	-8129.0115	-14954.9615	5611.221833	-1051.1615	-15326.4615	11013.90517	6689.8885	-3997.694833	-8856.444833	-12952.5615	5625.4885	748.0718333	3316.3885	5377.105167	7661.121833	4869.0385	-14695.69483	-11587.3615	-4651.9615	1920.405167	-1002.378167	-10810.7615	-7683.3615	693.7051667	-13249.0115	-14621.89483	-11358.87817	-1413.3615	-10535.82817	-14927.89483	-12462.7115	-6242.728167	-10925.19483	-6117.3615	-15877.47817	-7871.6615	-5599.1115	-14734.02817	-14519.02817	-10570.4615	-15255.97817	-12984.82817	-13564.1115	-14207.82817	-12303.32817	-12886.1615	-16301.87817	-11038.3615	-15811.0115	-15895.7615	-12387.24483	-15223.1615	-16223.8615	-15817.1615	-14794.1615	-16298.32817	-15899.92817	0	0	-6651.728167	-1834.8615	-5955.4115	12554.10517	5931.1385	-3004.1615	7619.005167	-3983.7615	-5652.9615	-6371.028167	-13804.62817	2582.6385	-16334.47817	8224.605167	8981.8885	-13022.22817	-1429.078167	-16114.1615	-2108.0115	5581.305167	4824.3885	-7760.728167	-5703.844833	-10589.9615	-16060.02817	-3042.894833	-3811.0115	-8148.828167	-8971.878167	-15997.3615	-5863.444833	-5647.7615	-11313.4115	-8704.0615	-4086.444833	-11460.1615	-5837.2115	-12725.59483	-12711.8115	-5666.694833	-15380.99483	-9652.4615	-7137.628167	-7473.3615	-14758.3615	-8475.7615	-10827.82817	-12170.1615	-13301.07817	-15759.19483	-14761.6115	-12222.42817	-15078.04483	-15025.5615	-14324.44483	-14249.82817	-14861.0615	-15621.82817	-15789.9115
1	0	-7558.381667	-1287.915	16337.185	494.385	-11532.865	-23394.615	16312.91833	-19793.015	-2192.965	19502.885	-27034.39833	-13869.615	-26092.315	4889.618333	-23348.115	18173.185	-18062.465	2718.985	15449.96833	721.7183333	1437.935	-19896.44833	-20864.215	-24382.215	7755.718333	2584.885	75.985	-11481.88167	-27171.665	-17998.115	-268.0816667	-23127.815	-7491.615	-5764.715	-25753.78167	-11144.015	-6786.331667	-22793.015	-10870.465	-8531.948333	-12499.74833	-19989.315	-13114.615	-19704.015	-24738.365	-19775.04833	-15286.78167	-15592.015	-22007.43167	-23625.28167	-25516.215	-19030.14833	-20033.58167	-25617.015	-24802.28167	-24374.48167	-27300.415	-26936.815	-26278.715	0	1	14532.20167	13930.31833	-9578.815	-16515.615	-15948.44833	12076.185	2020.585	-25052.815	-12066.565	1523.718333	-26394.94833	-11413.615	-18369.43167	-18058.24833	-26211.615	-20216.08167	-11939.265	-11738.115	-13954.54833	-14742.28167	-2424.365	1171.385	-24986.63167	-24723.015	-59.78166667	-20523.78167	-18218.115	-14921.34833	-21976.58167	-23357.115	-4647.565	-25196.08167	-16802.115	-8769.015	-18023.78167	-21384.015	-25725.29833	-20645.44833	-13696.015	-25320.94833	-14763.28167	-18429.615	-25859.23167	-25751.74833	-24640.365	-25393.48167	-25040.68167	-19642.215	-19486.965	-23975.78167	-24873.315	-23925.615	-26387.24833	-27206.115	-24409.03167	-25638.615	-26423.365	-26527.715	-26895.73167
1	1	-11616.35	9911.383333	-8407.45	10368.25	-7662.55	3211.55	-6799.3	-16145.21667	-15214	8192.95	-10812.7	-9748.55	-7674.016667	5404.116667	5904.95	-13505.75	-15331.98333	-15844.65	-4849.783333	-2299.216667	937.65	-1822.683333	-2500.133333	-12947.35	-12041.55	1310.283333	-2211.5	-17606.15	-7376.266667	-18518.05	-12107.35	-1403.416667	-14606.2	-8307.516667	-6456.633333	-11785.35	-18596.76667	-12380.08333	-5997.4	-16985.55	-9443.583333	-16400.65	-17363.36667	-12850.68333	-10972.3	-16486.31667	-13248.38333	-13168.35	-14737.93333	-15729.55	-15718.15	-14496.41667	-15569.43333	-15126.75	-16352.46667	-16307.01667	-17438.95	-18641.38333	-18345.53333	1	0	18433.33333	-5728.316667	18105.15	12086.51667	-5923.633333	18660.95	16714.15	-2509.95	-15763.95	13071.28333	-10085.05	5328.25	8041.216667	-7689.016667	-1703.05	-15724.81667	-8970.133333	-16228.25	5646.216667	-17975.21667	-15088.75	3070.45	5885.3	-13439.95	-821.7166667	-12708.48333	-1180.25	-15928.28333	-4242.683333	-8092.05	-14761.81667	-11463.35	-2440.45	-9029.45	-9464.55	-12786.55	-13183.33333	-10547.11667	-4328.95	-18589.21667	-13116.6	-17102.05	-9095.983333	-9778.95	-16562.05	-17168.58333	-14877.28333	-9999.55	-17332.65	-14110.38333	-15997.9	-16526.01667	-13704.75	-17320.95	-16506.96667	-18121.35	-16872.8	-18102.65	-18084.26667
0	0	18675.18333	-12391.4	25538.1	-9630.433333	11233.68333	16523.2	-17857.18333	-4351.9	-8142.3	18163.26667	18537.21667	-6670.7	14420.73333	17643.7	5883.85	13031.63333	10388.3	-14474.2	-14783.4	-7024.566667	-5807.25	-10112.23333	-9605.116667	-13348.1	-21192.56667	-20543.23333	-1365.9	-5905.366667	3157.716667	-2521.9	-3152.966667	-18173.7	-19938.5	-16997.43333	-11781.73333	-5004.3	-7218.15	-17297.56667	-15578.45	-7014.566667	-18007.36667	-13214.3	-10833.11667	-15567.23333	-15142.4	-16548.76667	-11606.76667	-13384.3	-18074.71667	-16252.73333	-15708.35	-16096.43333	-16785.83333	-19250.3	-20549.98333	-21251.9	-21180.9	-20677.86667	-21763.91667	0	1	20674.3	17440.9	7072.95	15785.16667	-9423.4	859.6	-14922.75	1187.833333	11544.55	-13355.9	11394.65	2149.3	-17171.1	1766.8	-13166.15	11310.5	-16833.56667	-16746.4	2851.383333	4652.1	-19074.4	6089.7	-17679.75	-10867.7	1763.35	-19936.9	-14216.65	1431.7	-12370.7	-4116.4	-1366.566667	-9215.1	-9720.35	-7520.433333	-9905.066667	-20557.5	-14224.33333	-12461.96667	-10600.05	-20961.56667	-9928.883333	-15001.4	-13036.03333	-13190.96667	-21743.65	-12291.83333	-19404.81667	-19492.5	-21464.55	-14944.73333	-20167.85	-16928.56667	-21378.18333	-18486.4	-20697.4	-20572.7	-20558.5	-22214.66667	-22252.55
0	0	-15266.53333	-15590.1	23455.7	-433.3666667	-3297.316667	-9760.4	-17321.88333	11600.83333	10042.6	-3129.233333	-6640.616667	-6197.1	-671.75	9275.533333	-16970.9	15285.16667	-17008.43333	-20322.7	8360.416667	10540.76667	-4847.85	3105.433333	-20935.75	-10995.5	-5245.4	-2934.066667	1227.35	-6776.833333	-20126.38333	-18268.4	-15977.73333	-3474.166667	-19507.4	-14761	-7864.233333	-11383.1	-16072.76667	-16683.76667	-7460.9	-14865.23333	-9011.816667	-13214.9	-11614.26667	-12112.83333	-11678.15	-13618.8	-17291.45	-14146.7	-18747	-16963.4	-16850	-20071.63333	-20036.98333	-17665.4	-20366.4	-19274.5	-20792.65	-21217.36667	-22002.26667	1	0	10123.13333	-18895.13333	15726.5	-6781.9	15301.85	-11804.3	-12386.7	-2382.833333	1739.8	-2791.733333	3142.233333	9687.7	-18618.7	-6170.5	9800.35	-439.7	7461.433333	-8993.2	-7085.65	-8489.9	-17123.1	-950.4333333	-961.3	-19025.9	4103.1	-16412.23333	-1863.65	-17200.3	-3698.45	-8819.4	-9684.25	-10982.36667	-17173.7	-4834.633333	-10207.15	-9819.5	-15774.53333	-14582.03333	-17698.4	-13026.9	-10631.25	-11179.7	-11094.63333	-10648.56667	-12354.65	-14614.9	-18173.93333	-21163.9	-20727.55	-16738.06667	-20940.95	-16951.5	-21029.46667	-21569.2	-19911.15	-21522.76667	-22194.8	-21204.26667	-22119.03333
0	0	-6311.75	5524.216667	-1028.8	-10345.48333	2482.7	-18823.75	151.5666667	55.45	14760.95	-4459.216667	-2466.283333	-9139.35	-8718.733333	-13309.25	-7168.3	325.7833333	-11832.2	177.85	-13054.35	1277.45	-16037.25	-8284.583333	-6248.85	-1034.35	-1106.883333	-14654.15	-7385.95	-19395.35	-1146.75	-12019.55	-1975.666667	-21741.48333	-15012.25	-13217.55	-22013.8	-13603.35	-16785.7	-18033.95	-18638.85	-12993.55	-15154.98333	-16298.95	-10432.76667	-20102.81667	-12009.8	-15977.91667	-19352.9	-20495.15	-17226.36667	-22214.21667	-18789.1	-18254.95	-20114.21667	-18506.55	-21318.13333	-22422.88333	-21911.15	-22417.98333	-22527.73333	1	0	7222.85	2373.85	2223.05	-19419.35	-152.7166667	-12924.25	-21685.31667	-5640.283333	-15737.9	-6792.55	840.4	-1131.35	2175.866667	-22518.45	-6451.3	-9385.75	-18458.5	-14411.55	-881.45	-10317.21667	-19154	-4659.383333	-4881.7	-7118.35	-4302.383333	-6678.316667	-22602.25	-14258.81667	-7061.55	-15260.55	-17143.63333	-21211.35	-7626.4	-13061.11667	-19412.13333	-21106.15	-20783.48333	-13213.75	-19844.6	-19314.88333	-21623.85	-13817.05	-21181.3	-19389.48333	-21555.3	-19528.31667	-16314.58333	-19015.35	-21321.11667	-18233.21667	-18407.5	-19368.55	-19068.3	-20259.55	-22344.63333	-21046.68333	-21691.25	-22654.75	-22648.05
